,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,Label
58969,12,9,44,119,65,0,1,0,254,1,0.01,0,4
80237,7,1,0,0,210,0,0.01,0.07,2,0.01,0.08,0,0
2888,12,9,46,132,165,0,0.99,0.01,21,0.39,0.04,0,4
106479,49,5,0,0,102,1,0.18,0.08,18,0.07,0.07,1,0
7962,24,9,331,1252,2,0,1,0,255,1,0,0,4
30572,24,9,196,1368,5,0,1,0,255,1,0,0,4
49469,49,5,0,0,50,1,0.06,0.12,15,0.06,0.09,1,0
107046,49,9,207,0,2,0,1,0,122,0.84,0.01,0,1
84771,24,9,236,2866,7,0,1,0,70,1,0,0,4
63181,49,5,0,0,149,1,0.1,0.05,7,0.03,0.07,1,0
31144,24,9,242,1611,14,0,1,0,255,1,0,0,4
20205,57,5,0,0,148,1,0.16,0.04,23,0.09,0.05,1,0
113388,49,5,0,0,217,1,0.06,0.06,8,0.03,0.09,1,0
122266,24,9,280,1652,6,0,1,0,255,1,0,0,4
124989,14,9,8,0,1,0,1,0,129,1,0,0,1
62545,24,9,197,315,7,0,1,0,255,1,0,0,4
91327,24,5,0,0,107,1,0.02,0.07,2,0.01,0.06,1,0
99752,54,9,2532,486,144,0.99,0.01,0.06,29,0.11,0.09,0.76,4
68597,49,5,0,0,157,1,0.16,0.05,25,0.1,0.05,1,0
108515,24,9,143,9567,1,0,1,0,255,1,0,0,4
109193,12,9,43,69,150,0,0.99,0.01,254,1,0.01,0,4
53868,49,5,0,0,111,1,0.05,0.07,6,0.02,0.08,1,0
119975,7,5,0,0,241,1,0.07,0.07,18,0.07,0.08,1,0
95767,54,9,1801,329,1,0,1,0,104,0.68,0.02,0,4
52525,24,9,339,2456,7,0,1,0,255,1,0,0,4
88574,15,9,1480,0,2,0,1,0,151,1,0,0,0
118245,49,9,207,0,2,0,1,0,114,0.83,0.01,0,1
49486,54,2,6526,1134,1,0,1,0,44,0.37,0.59,0,4
64511,20,6,8760,0,6,0.17,1,0,102,0.42,0.02,0,4
71573,14,9,8,0,1,0,1,0,8,1,0,0,1
58740,44,9,146,105,5,0,0.2,0.6,2,0.02,0.71,0,4
24477,24,9,236,13503,12,0,1,0,255,1,0,0,4
76365,24,9,213,189,28,0,1,0,255,1,0,0,4
76205,49,5,0,0,84,1,0.3,0.05,25,0.1,0.05,1,0
60377,67,1,0,0,204,0,0.01,0.07,2,0.01,0.07,0,0
60882,54,9,1124,330,1,0,1,0,12,0.6,0.15,0,4
54031,24,9,214,363,20,0,1,0,255,1,0,0,4
104951,24,9,299,4073,3,0,1,0,255,1,0,0.06,4
66651,24,9,178,1745,4,0,1,0,250,0.98,0.01,0,4
24069,54,9,569,333,1,0,1,0,147,0.77,0.1,0,4
17406,24,9,161,53151,2,0,1,0,255,1,0,0,4
18625,14,9,8,0,1,0,1,0,96,1,0,0,1
34552,12,9,43,132,73,0,1,0,140,0.72,0.02,0,4
125701,54,9,800,334,1,0,1,0,26,0.93,0.07,0,4
12750,54,9,2599,485,511,0,0,0,4,0.02,0.01,0,4
69221,24,9,251,1931,15,0,1,0,255,1,0,0,4
87101,35,5,0,0,228,1,0,0.06,15,0.06,0.08,1,0
124148,44,9,147,105,1,0,1,0,1,0,0.86,0,4
66428,42,5,0,0,295,1,0.02,0.05,6,0.02,0.05,1,0
106957,20,9,334,0,2,0,1,0,32,1,0,0,2
26840,12,9,31,0,1,0,1,0,29,0.19,0.19,0,4
14597,24,9,333,342,2,0,1,0,255,1,0,0,4
112240,24,9,235,3913,2,0,1,0,255,1,0,0,4
88866,24,9,286,25530,1,0,1,0,255,1,0,0,4
70444,20,9,10,0,1,0,1,0,16,0.06,0.93,0.91,4
46463,20,9,192,0,1,0,1,0,118,0.46,0.01,0,4
17947,12,9,44,115,1,0,1,0,248,0.97,0.01,0,4
23657,12,9,45,76,222,0,1,0,254,1,0.01,0,4
28103,20,5,0,0,26,1,0.42,0.08,55,0.23,0.02,1,0
28838,24,9,189,270,2,0,1,0,246,0.96,0.01,0,4
27519,69,1,0,0,208,0,0.01,0.07,2,0.01,0.07,0,0
73785,49,5,0,0,174,1,0.01,0.06,1,0,0.07,0.93,0
89107,49,4,1,0,2,0,1,0,2,0.01,0.51,0,1
66073,24,9,342,8613,1,0,1,0,255,1,0,0,4
5979,49,5,0,0,110,1,0.09,0.06,28,0.11,0.06,1,0
22237,10,5,0,0,265,1,0.03,0.05,7,0.03,0.05,1,0
96302,49,1,0,0,428,0.05,0,1,1,0,1,0.08,1
100017,69,1,0,0,224,0,0.02,0.07,5,0.02,0.07,0,0
26191,49,9,28,0,13,0,1,0,113,0.44,0.56,0.09,0
72241,24,9,252,5318,2,0,1,0,255,1,0,0,4
93706,24,1,0,0,1,0,1,0,141,1,0,0,4
125706,24,9,322,1214,10,0,1,0,255,1,0,0,4
100856,24,9,296,3458,4,0,1,0,255,1,0,0,4
7876,49,5,0,0,41,1,0.02,0.12,1,0,0.08,1,0
9454,49,9,28,0,11,0,1,0,11,0.04,0.02,0,0
100007,49,1,0,0,56,0,0.32,0.05,7,0.03,0.06,0,0
72393,24,9,316,1432,9,0,1,0,255,1,0,0,4
75374,12,9,44,128,180,0,1,0,66,0.63,0.03,0,4
62145,49,5,0,0,26,1,0.23,0.19,10,0.04,0.08,1,0
16144,20,9,192,0,1,0,1,0,89,0.49,0.08,0,4
77211,24,9,281,5594,1,0,1,0,255,1,0,0,4
95943,44,9,147,105,7,0,0.14,0.57,3,0.01,0.57,0,4
99938,24,9,317,609,2,0,1,0,255,1,0,0,4
45997,24,9,337,4982,19,0,1,0,255,1,0,0,4
42497,12,9,44,72,142,0,1,0,223,0.87,0.01,0,4
111951,24,9,225,3867,8,0,1,0,255,1,0,0,4
949,32,5,0,0,240,1,0.04,0.06,9,0.04,0.06,1,0
68725,14,9,8,0,1,0,1,0,70,1,0,0,1
124564,24,9,321,575,10,0,1,0,255,1,0,0,4
11861,12,9,44,138,291,0,1,0,253,0.99,0.01,0,4
98861,12,9,38,38,1,0,1,0,238,0.93,0.01,0,4
60423,24,9,221,1721,12,0,1,0,255,1,0,0,4
116048,24,1,0,0,1,0,1,0,20,1,0,0,4
55269,24,9,263,1630,1,0,1,0,243,0.95,0.01,0,4
109798,24,9,212,1010,17,0,1,0,255,1,0,0,4
42159,39,1,0,0,102,0,0.01,0.08,1,0,0.08,0,0
36666,14,9,8,0,1,0,1,0,84,1,0,0,1
54667,24,9,241,2107,4,0,1,0,255,1,0,0,4
87330,24,9,224,11631,3,0,1,0,255,1,0,0,4
25892,20,9,11,0,1,0,1,0,91,1,0,0,4
18818,21,9,0,0,1,0,1,0,2,0.02,1,0,1
110281,2,5,0,0,234,1,0.03,0.07,7,0.03,0.07,1,0
97976,20,9,334,0,1,0,1,0,38,0.6,0.4,0,2
16540,63,5,0,0,228,1,0.07,0.07,18,0.07,0.06,1,0
10720,12,9,31,0,2,0,0.5,1,80,0.09,0.06,0.01,4
94782,24,9,54540,8314,3,0,1,0,74,1,0,0.01,0
63779,36,5,0,0,266,1,0.02,0.06,4,0.02,0.07,1,0
74700,54,9,1009,441,1,0,1,0,134,0.53,0.01,0.73,4
16998,24,9,213,8487,11,0,1,0,255,1,0,0,4
14151,24,9,229,280,2,0,1,0,255,1,0,0,4
87130,24,9,342,1053,4,0,1,0,255,1,0,0,4
2783,49,5,0,0,230,1,0.09,0.07,20,0.08,0.06,1,0
44826,63,5,0,0,278,1,0.09,0.05,25,0.1,0.05,1,0
80216,54,9,4197,330,1,0,1,0,131,0.75,0.02,0,4
75375,24,9,229,3688,3,0,1,0,255,1,0,0,4
41117,9,5,0,0,294,1,0.03,0.05,10,0.04,0.07,1,0
92940,15,9,1032,0,511,0,1,0,151,0.59,0.02,0.01,0
32044,49,5,0,0,112,1,0.04,0.07,9,0.04,0.07,1,0
60953,31,5,0,0,98,1,0.14,0.08,14,0.05,0.07,1,0
96673,49,5,0,0,112,1,0.01,0.07,1,0,0.08,1,0
113686,11,5,0,0,292,1,0.03,0.05,10,0.04,0.06,1,0
99850,24,5,0,0,2,0.5,1,0,245,1,0,0.07,4
186,49,5,0,0,108,1,0.17,0.07,18,0.07,0.07,1,0
97259,15,9,1032,0,510,0,1,0,44,0.17,0.18,0,0
41740,24,9,332,5561,19,0,1,0,255,1,0,0,4
113373,49,5,0,0,172,1,0.05,0.06,9,0.04,0.06,1,0
101916,49,9,105,146,7,0,0.14,0.29,235,0.92,0.01,0,4
39436,24,5,0,0,1,1,1,0,1,0.33,0.67,0.33,0
116323,58,5,0,0,230,1,0.07,0.07,15,0.06,0.08,1,0
49328,44,4,1,0,2,0,1,0,2,0.01,0.67,0,1
113142,20,9,14189,0,13,0,1,0,44,0.45,0.04,0,4
78502,42,5,0,0,203,1,0.02,0.06,5,0.02,0.07,1,0
42566,44,9,147,0,1,0,1,0,1,0,0.44,0,4
111955,24,9,239,8183,24,0,1,0,255,1,0,0,4
47103,49,4,0,0,1,0,1,0,1,0,0.36,0,1
94173,24,9,193,375,23,0,1,0,255,1,0,0,4
63114,13,5,0,0,227,1,0.08,0.06,3,0.01,0.07,1,0
98562,24,9,206,4076,2,0,1,0,255,1,0,0,4
8517,24,9,196,383,2,0.5,1,0,255,1,0,0.04,4
119506,20,9,12983,0,2,0,1,0,3,0.5,0.5,0,4
18813,24,9,347,1110,12,0,1,0,26,1,0,0,4
3885,12,9,45,45,92,0,1,0,254,1,0.01,0,4
80339,24,1,0,0,1,0,1,0,205,1,0,0,4
88703,44,4,0,0,1,0,1,0,1,0,1,0,1
114478,12,9,45,45,110,0,1,0,254,1,0.01,0,4
69106,24,9,193,296,4,0,1,0,255,1,0,0.01,4
83771,18,5,0,0,25,0.92,0.12,0.16,4,0.02,0.06,1,0
87291,24,1,0,0,1,0,1,0,212,1,0,0,4
103839,49,5,0,0,205,1,0.01,0.06,3,0.01,0.05,1,0
89478,24,9,306,622,7,0,1,0,255,1,0,0,4
58713,24,9,218,4183,1,0,1,0,255,1,0,0,4
41369,49,1,0,0,13,0,0.08,1,1,0.01,0.21,0,1
29298,24,9,154,24356,1,0,1,0,255,1,0,0,4
14964,29,5,0,0,259,1,0.03,0.06,8,0.03,0.07,1,0
121301,49,1,0,0,12,0,0.08,1,1,0.01,0.2,0,1
112847,49,5,0,0,26,1,0.08,0.12,12,0.05,0.07,1,0
2685,54,9,634,451,1,0,1,0,232,0.69,0.06,0.29,4
38267,49,5,0,0,187,1,0.11,0.06,10,0.04,0.07,1,0
31235,24,9,203,325,12,0,1,0,255,1,0,0,4
82760,24,9,347,654,29,0,1,0,255,1,0,0,4
17689,20,9,641,0,1,0,1,0,82,0.83,0.33,0,4
50846,54,9,968,332,1,0,1,0,91,0.69,0.04,0,4
106895,24,5,0,0,2,1,0.5,1,61,0.25,0.02,0.99,0
52042,20,9,71,0,1,0,1,0,39,0.15,0.06,0.65,4
48628,5,5,0,0,263,1,0.05,0.06,12,0.05,0.07,1,0
88411,24,9,329,3034,8,0,1,0,255,1,0,0,4
8852,60,9,116,1193,1,0,1,0,1,0,0.07,0.94,4
85089,24,9,224,1645,3,0,1,0,255,1,0,0,4
58359,24,9,236,304,4,0,1,0,255,1,0,0,4
82340,24,1,0,0,14,0,1,0,112,1,0,0,4
4851,24,1,0,0,1,0,1,0,255,1,0,0,4
86975,14,9,8,0,1,0,1,0,86,1,0,0,1
25690,26,5,0,0,224,1,0.02,0.05,5,0.02,0.06,1,0
17074,11,5,0,0,243,1,0.02,0.07,6,0.02,0.07,1,0
48433,49,5,0,0,118,1,0.03,0.06,1,0,0.06,1,0
40661,49,1,0,0,511,0.08,0,1,1,0,1,0.12,1
96417,54,9,20493,333,1,0,1,0,130,0.88,0.07,0,4
55927,24,9,227,622,6,0,1,0,255,1,0,0,4
116327,12,9,44,44,136,0,1,0,255,1,0,0,4
31922,20,5,0,0,22,1,0.41,0.09,53,0.22,0.02,1,0
96250,49,5,0,0,105,1,0.02,0.07,19,0.07,0.07,1,0
119774,24,9,221,640,17,0,1,0,255,1,0,0,4
124026,36,5,0,0,285,1,0.05,0.06,13,0.05,0.08,1,0
18547,14,9,8,0,1,0,1,0,81,1,0,0,1
34525,44,9,147,105,1,0,1,0,1,0,0.89,0,4
123610,49,9,105,146,2,0,0.5,1,222,0.87,0.01,0,4
111673,15,9,1032,0,511,0,1,0,58,0.23,0.02,0.02,0
101021,24,9,204,405,1,0,1,0,255,1,0,0,4
51758,24,1,0,0,207,0,0,0.07,1,0,0.07,0,0
46199,24,9,182,1370,22,0,1,0,255,1,0,0,4
41816,24,9,244,238,1,0,1,0,255,1,0,0,4
92212,49,4,0,0,1,0,1,0,1,0,0.41,0,1
77805,54,9,1869,347,1,0,1,0,100,0.44,0.41,0,4
4510,14,9,8,0,1,0,1,0,156,1,0,0,1
12481,49,5,0,0,196,1,0.01,0.05,2,0.01,0.08,0.9,0
88798,24,9,160,497,2,0,1,0,255,1,0,0.02,4
103430,24,9,286,354,21,0,1,0,255,1,0,0,4
4404,20,9,832,0,1,0,1,0,11,1,0,0,2
95905,19,9,229,767,1,0,1,0,11,0.29,0.11,0,4
116540,20,6,4380,0,9,0.11,0.78,0.33,59,0.18,0.05,0.01,4
77683,24,9,291,12125,2,0,1,0,255,1,0,0,4
57023,69,5,0,0,275,1,0.03,0.06,9,0.04,0.07,1,0
6552,14,9,8,0,1,0,1,0,67,1,0,0,1
119720,24,9,198,1018,5,0,1,0,255,1,0,0,4
76526,44,9,145,105,2,0,1,0,2,0.01,0.6,0,4
6555,8,5,0,0,213,1,0,0.07,1,0,0.07,1,0
45459,24,9,246,5314,2,0,1,0,255,1,0,0,4
6186,44,4,1,0,2,0,1,0,2,0.01,0.73,0,1
61343,24,9,205,255,11,0.09,1,0,255,1,0,0,4
52562,44,9,147,105,1,0,1,0,2,0.01,0.57,0,4
64240,37,1,0,0,213,0,0,0.07,1,0,0.07,0,0
9500,36,5,0,0,233,1,0.01,0.06,3,0.01,0.07,1,0
117040,24,9,232,2382,3,0.33,1,0,255,1,0,0,4
42504,24,1,0,0,1,0,1,0,31,1,0,0.03,4
53939,12,9,44,134,93,0,1,0,255,1,0,0,4
52356,51,1,0,0,113,0,0.01,0.06,1,0,0.07,0,0
2271,4,9,10,39,1,0,1,0,3,0.01,0.06,0,4
57434,28,1,0,0,269,0,0.02,0.06,5,0.02,0.07,0,0
10141,24,9,231,2304,6,0,1,0,255,1,0,0.01,4
21397,20,9,192,0,2,0,1,0,52,0.17,0.06,0,4
45575,1,9,18828976,33116,1,0,1,0,24,0.65,0.08,0.03,4
73037,4,4,0,0,1,0,1,0,1,0,1,0,1
79085,24,5,0,0,9,1,0.44,0.44,66,0.26,0.02,1,0
10025,49,5,0,0,43,1,0.19,0.14,8,0.03,0.07,1,0
75464,24,9,198,2868,1,0,1,0,255,1,0,0,4
39881,24,9,323,2607,11,0,1,0,255,1,0,0,4
35240,24,9,335,21659,1,0,1,0,255,1,0,0,4
92587,24,1,0,0,2,0,1,0,253,1,0,0,4
111656,41,5,0,0,101,1,0.06,0.07,25,0.1,0.06,1,0
60034,12,9,46,134,79,0,1,0,255,1,0,0,4
33008,49,1,0,0,84,0,0.15,0.06,13,0.05,0.05,0,0
2285,54,9,512,307,1,0,1,0,67,0.24,0.3,0,4
52093,20,9,5336,0,11,0,1,0,88,0.38,0.02,0,4
13645,24,9,211,321,11,0,1,0,255,1,0,0,4
45586,20,9,0,2890,1,0,1,0,86,0.19,0.1,0.02,4
99879,24,9,230,27305,19,0,1,0,255,1,0,0,4
10484,49,9,105,147,3,0,0.67,0.67,245,0.96,0.01,0,4
70470,49,5,0,0,143,1,0.08,0.06,7,0.03,0.07,1,0
17289,20,1,0,0,13,0,0.08,0.54,1,0,0.04,0,1
37938,49,9,105,146,2,0,1,0,231,0.91,0.01,0,4
28411,29,5,0,0,296,1,0.06,0.06,1,0,0.07,1,0
17219,49,1,0,0,201,0,0.09,0.06,19,0.07,0.07,0,0
15888,24,9,294,220,7,0,1,0,255,1,0,0,4
105039,24,1,0,0,223,0,0.04,0.07,9,0.04,0.08,0,0
17719,12,9,42,133,213,0,1,0.01,176,0.82,0.01,0,4
30130,44,1,0,0,510,0.2,0,1,1,0,1,0.14,1
7427,24,9,206,313,16,0.06,1,0,255,1,0,0.06,4
74197,24,9,219,760,16,0,1,0,255,1,0,0,4
70954,24,9,280,526,11,0,1,0,255,1,0,0,4
7077,54,9,1020,326,1,0,1,0,185,0.64,0.27,0,4
86558,18,5,0,0,257,1,0.07,0.05,17,0.07,0.05,1,0
6848,24,9,219,2963,3,0,1,0,255,1,0,0,4
100620,15,9,1032,0,511,0,1,0,167,0.65,0.01,0,0
4813,24,9,144,9534,1,0,1,0,255,1,0,0,4
118586,15,9,1032,0,434,0,1,0,255,1,0,0,0
44581,24,9,231,761,13,0,1,0,255,1,0,0,4
56601,12,9,44,79,143,0,1,0,254,1,0.01,0,4
1002,24,9,344,1247,9,0,1,0,255,1,0,0,4
118085,24,9,145,2954,1,0,1,0,255,1,0,0,4
65577,49,5,0,0,140,1,0.09,0.06,13,0.05,0.07,1,0
97706,33,1,0,0,243,0,0.03,0.07,8,0.03,0.07,0,0
117929,24,9,217,6081,3,0,1,0,255,1,0,0,4
6582,19,9,991,3081,1,0,1,0,47,0.18,0.02,0,4
66289,24,9,343,418,18,0,1,0,255,1,0,0,4
109435,66,5,0,0,127,1,0.14,0.06,18,0.07,0.05,1,0
32114,13,5,0,0,204,1,0.07,0.06,15,0.06,0.07,1,0
107684,20,9,194,0,2,0,1,0,10,0.83,0.17,0,4
109016,44,1,0,0,511,0.05,0,0.96,1,0,1,0,1
71472,18,5,0,0,64,1,0.25,0.06,57,0.22,0.03,1,0
63781,49,5,0,0,70,1,0.06,0.09,19,0.07,0.07,1,0
103279,12,9,45,116,106,0,1,0,255,1,0,0,4
81505,54,9,746,332,1,0,1,0,180,0.62,0.02,0,4
9937,20,9,190,0,2,0,1,0,2,0.4,0.8,0,4
70489,54,9,107,408,2,0,1,0,96,0.49,0.06,0,4
13964,49,5,0,0,211,1,0.09,0.07,18,0.07,0.06,1,0
21632,24,9,295,12884,5,0,1,0,178,1,0,0,4
107910,24,9,296,2325,4,0,1,0,255,1,0,0,4
27119,14,9,8,0,1,0,1,0,86,1,0,0,1
82181,20,9,14189,0,3,0,1,0,69,1,0,0,4
36915,14,9,8,0,1,0,1,0,169,1,0,0,1
76808,49,4,0,0,1,0,1,0,1,0,0.64,0,1
45255,24,9,171,4646,2,0,1,0,114,1,0,0,4
72919,24,9,254,1019,2,0,1,0,255,1,0,0,4
54396,49,5,0,0,179,1,0.02,0.07,4,0.16,0.24,0.44,0
86149,4,1,0,0,267,0,0.07,0.06,19,0.07,0.07,0,0
48471,49,1,0,0,2,0,0.5,1,1,0,0.17,0,1
59620,68,5,0,0,265,1,0.03,0.07,7,0.03,0.08,1,0
87444,49,5,0,0,269,1,0.07,0.06,19,0.07,0.06,1,0
36242,37,5,0,0,104,1,0.15,0.05,16,0.06,0.05,1,0
95854,49,5,0,0,98,1,0.02,0.08,2,0.01,0.06,1,0
30672,6,5,0,0,17,1,0.12,0.18,2,0.01,0.07,1,0
103104,24,9,336,5514,6,0,1,0,255,1,0,0,4
115904,29,1,0,0,234,0,0.01,0.07,3,0.01,0.07,0,0
12783,15,9,1032,0,511,0,1,0,239,0.94,0.01,0,0
56567,24,9,230,4608,26,0,1,0,255,1,0,0,4
92228,24,9,260,698,4,0,1,0,255,1,0,0,4
24963,39,1,0,0,139,0,0.05,0.07,7,0.03,0.07,0,0
95095,12,9,94,33,2,0,1,0,6,0.5,0.25,0,4
1522,15,9,64,0,1,0,1,0,1,0.01,0.94,0,4
32110,6,5,0,0,146,1,0.12,0.05,17,0.07,0.06,1,0
73926,49,9,105,146,7,0,0.14,0.29,231,0.91,0.01,0,4
51199,24,9,310,3222,2,0,1,0,239,0.94,0.01,0,4
70730,49,5,0,0,105,1,0.02,0.09,5,0.02,0.07,1,0
84070,24,9,221,882,20,0,1,0,255,1,0,0,4
56616,14,9,8,0,1,0,1,0,19,1,0,0,1
39183,24,9,54540,8314,4,0,1,0,83,1,0,0,0
36695,24,1,0,0,1,0,1,0,239,1,0,0,4
8535,49,1,0,0,108,0,0.03,0.07,7,0.03,0.05,0,0
77809,2,1,0,0,270,0,0.06,0.06,17,0.07,0.08,0,0
11796,12,9,43,43,108,0,1,0,255,1,0,0,4
26356,12,9,45,45,252,0,1,0,233,0.91,0.01,0,4
14311,54,9,775,338,1,0,1,0,175,0.62,0.03,0,4
102285,24,9,307,812,25,0,1,0,255,1,0,0,4
57171,24,9,169,6236,2,0,1,0,255,1,0,0,4
3899,24,9,303,1075,2,0,1,0,243,0.95,0.01,0,4
124597,19,9,1502,4152,1,0,1,0,1,0.33,0.67,0,4
18749,24,9,178,2563,1,0,1,0,255,1,0,0,4
106786,24,9,306,799,22,0,1,0,255,1,0,0,4
2062,24,9,295,471,1,0,1,0,255,1,0,0,4
89496,60,5,0,0,260,1,0.08,0.06,20,0.08,0.06,1,0
76937,30,5,0,0,141,1,0.06,0.06,8,0.03,0.07,1,0
65987,14,9,8,0,1,0,1,0,29,1,0,0,1
50084,44,9,59,0,22,0.05,0.05,0.18,1,0.01,0.05,0.01,4
54385,49,4,1,0,2,0,1,0,2,0.01,0.26,0,1
58883,42,2,0,0,200,0,0.06,0.07,13,0.05,0.07,0,0
32336,49,5,0,0,115,1,0.15,0.07,8,0.03,0.07,1,0
95990,24,9,297,3306,13,0,1,0,255,1,0,0,4
76842,49,5,0,0,78,1,0.24,0.06,19,0.08,0.06,1,0
55562,12,9,46,130,2,0,1,0,212,0.71,0.04,0,4
100080,24,9,235,1075,6,0,1,0,251,0.98,0.01,0,4
55518,60,5,0,0,61,1,0.26,0.07,69,0.27,0.02,1,0
19028,12,9,42,42,10,0,1,0,253,0.99,0.01,0,4
14519,12,9,44,131,159,0,1,0,45,0.54,0.04,0,4
11203,24,9,302,773,11,0,1,0,255,1,0,0,4
102629,24,9,299,2648,14,0,1,0,255,1,0,0,4
21030,24,9,316,1962,12,0,1,0,203,1,0,0,4
99876,49,5,0,0,165,1,0.02,0.07,18,0.07,0.08,1,0
27537,49,9,28,0,75,0,1,0,175,0.69,0.32,0.09,0
110051,49,4,0,0,1,0,1,0,1,0,0.27,0,1
27965,24,9,211,422,2,0,1,0,255,1,0,0,4
19310,44,9,147,105,1,0,1,0,2,0.01,0.76,0,4
108137,24,9,209,16423,4,0,1,0,255,1,0,0,4
34270,49,1,0,0,72,0,0.15,0.07,1,0,0.07,0,0
34147,24,9,161,5573,13,0,1,0,255,1,0,0,4
97995,49,5,0,0,146,1,0.03,0.06,4,0.03,0.12,1,0
27327,66,5,0,0,127,1,0.02,0.07,2,0.01,0.06,1,0
10163,60,5,0,0,30,1,0.23,0.13,51,0.2,0.05,1,0
40259,24,9,178,4330,6,0,1,0,40,1,0,0,4
61754,20,9,40494,0,11,0,1,0,96,0.24,0.7,0,4
13705,18,5,0,0,283,1,0.04,0.06,9,0.04,0.07,1,0
95623,49,5,0,0,289,1,0.08,0.04,24,0.16,0.07,0.99,0
98648,24,9,282,1184,10,0,1,0,255,1,0,0,4
31680,20,9,1874,0,6,0,1,0,72,0.44,0.06,0,4
39635,49,5,0,0,173,1,0.03,0.06,7,0.03,0.08,1,0
43650,20,9,26,0,1,0,1,0,54,0.83,0.33,0,4
120529,49,10,0,0,1,1,1,0,1,0,0.96,0.96,1
81343,18,5,0,0,44,1,0.23,0.09,55,0.22,0.04,1,0
25504,47,9,80,3962,1,0,1,0,5,0.02,0.03,0.01,4
6667,49,5,0,0,98,1,0.24,0.04,24,0.09,0.05,1,0
21217,31,5,0,0,128,1,0.16,0.05,21,0.08,0.05,1,0
99556,60,9,664,139645,1,0,1,0,2,0.29,0.43,0,4
71704,49,9,28,0,59,0,1,0,59,0.23,0.02,0,0
62617,36,5,0,0,296,1,0.06,0.05,8,0.03,0.07,1,0
112300,54,9,737,392,1,0,1,0,29,0.11,0.07,0.8,4
16594,14,9,8,0,1,0,1,0,200,1,0,0,1
42130,16,5,0,0,144,1,0.1,0.06,14,0.05,0.06,1,0
56191,24,1,0,0,1,0,1,0,255,1,0,0,4
14994,19,5,0,0,254,1,0.02,0.06,4,0.02,0.05,1,0
88467,24,9,238,2059,1,0,1,0,255,1,0,0,4
98077,44,1,0,0,511,0.07,0,0.96,1,0,0.91,0.04,1
40357,24,9,305,10822,11,0,1,0,255,1,0,0,4
67912,15,9,1032,0,511,0,1,0,249,0.98,0.01,0,0
8230,24,9,197,8346,4,0,1,0,53,1,0,0,4
54186,49,9,1,0,12,0,0.17,0.42,2,0.01,0.75,0.03,1
29169,49,5,0,0,133,1,0.02,0.06,7,0.03,0.07,1,0
120912,49,5,0,0,199,1,0.09,0.06,18,0.07,0.07,1,0
48970,24,5,0,0,2,0.5,1,0,255,1,0,0.2,4
16446,24,9,321,737,23,0,1,0,255,1,0,0,4
87679,12,9,45,45,103,0,1,0,227,0.89,0.01,0,4
119090,49,1,0,0,224,0.04,0,1,1,0,0.9,0.04,1
79857,49,5,0,0,213,1,0.01,0.07,3,0.01,0.08,1,0
47446,60,5,0,0,75,1,0.24,0.05,58,0.23,0.04,1,0
78019,24,9,303,3404,7,0,1,0,255,1,0,0,4
23541,24,9,241,7596,17,0,1,0,255,1,0,0,4
5908,21,5,0,0,263,1,0.04,0.06,10,0.04,0.09,1,0
73700,33,5,0,0,245,1,0.01,0.06,19,0.07,0.07,1,0
62149,49,9,28,0,98,0.01,0.98,0.03,96,0.38,0.02,0,0
103836,24,9,317,74301,4,0,1,0,255,1,0,0,4
60575,24,9,213,169,17,0,1,0,255,1,0,0,4
116483,54,9,1740,336,1,0,1,0,160,0.77,0.18,0,4
119236,49,5,0,0,138,1,0.11,0.06,13,0.05,0.06,1,0
71323,59,5,0,0,299,1,0.07,0.05,20,0.08,0.06,1,0
116596,24,1,0,0,1,0,1,0,253,1,0,0,4
11567,24,9,337,255,29,0,1,0,255,1,0,0,4
8218,12,9,44,72,83,0,1,0,227,0.89,0.01,0,4
65801,24,9,298,8673,5,0,1,0,255,1,0,0,4
116635,18,5,0,0,36,1,0.53,0.06,60,0.24,0.04,1,0
27977,12,9,43,71,240,0,1,0,255,1,0,0,4
83902,36,5,0,0,262,1,0.07,0.06,1,0,0.07,1,0
112291,24,9,213,774,26,0,1,0,255,1,0,0,4
86375,49,9,105,147,1,0,1,0,181,0.99,0.01,0,4
82252,19,9,226,698,1,0,1,0,1,1,0,0,3
55181,49,5,0,0,297,1,0.06,0.04,18,0.07,0.05,1,0
45994,44,9,516,4,294,0,1,0,255,1,0,0,4
90801,24,9,348,925,33,0,1,0,255,1,0,0,4
11295,33,1,0,0,246,0,0.03,0.07,8,0.03,0.08,0,0
68536,18,5,0,0,27,1,0.26,0.15,26,0.1,0.06,1,0
1424,49,9,28,0,17,0,1,0,17,0.19,0.04,0,0
112386,24,9,208,2785,7,0,1,0,255,1,0,0,4
57878,24,1,0,0,8,0,1,0,251,1,0,0,4
124438,24,9,286,1188,16,0,1,0,16,1,0,0,4
110749,12,9,36,101,2,0,1,0,104,0.57,0.03,0,4
89206,18,5,0,0,283,1,0.02,0.05,6,0.02,0.05,1,0
2401,54,9,2432,334,1,0,1,0,98,0.85,0.04,0.01,4
112445,14,9,18,0,1,0,1,0,8,1,0,0,1
11687,24,9,190,3586,4,0,1,0,255,1,0,0,4
37266,12,9,42,42,2,0,1,0,227,0.89,0.01,0,4
67402,54,9,1999,334,1,0,1,0,211,0.8,0.03,0,4
38330,24,9,199,788,3,0,1,0,255,1,0,0,4
